Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pressure,Temp,DeltaP,AirspeedTemp,SpeedKPH,PowerW,AirspeedKPH,CadenceRPM
80.204,-1.26,0.86,11.49,-0.04,0.11,-0.03,1032.2,37.3,-98.4,25.3,0.00,0,0.00,0
80.229,-0.01,1.37,10.18,0.06,0.06,-0.06,1032.4,37.3,-100.5,25.3,0.00,0,0.00,0
80.254,0.91,0.66,10.83,-0.09,0.04,-0.05,1032.7,37.3,-98.4,25.3,0.00,0,0.00,0
80.279,0.06,0.60,10.95,0.03,-0.00,-0.04,1032.7,37.4,-94.2,25.3,0.00,0,0.00,0
80.304,-0.64,0.20,9.57,-0.01,0.00,-0.06,1032.5,37.3,-98.4,25.3,0.00,0,0.00,0
80.329,0.74,0.56,10.58,-0.12,0.13,-0.04,1032.8,37.3,-97.3,25.3,0.00,0,0.00,0
80.354,-1.75,-0.80,10.84,-0.12,0.02,-0.07,1032.4,37.4,-97.3,25.3,0.00,0,0.00,0
80.379,-0.29,1.90,8.49,-0.13,-0.01,-0.05,1033.1,37.2,-94.2,25.3,0.00,0,0.00,0
80.404,-0.18,0.74,11.57,-0.06,0.08,-0.04,1032.4,37.3,-98.4,25.3,0.00,0,0.00,0
80.429,0.40,-0.51,12.02,-0.06,0.04,-0.04,1032.5,37.3,-98.4,25.3,0.00,0,0.00,0
80.454,-0.45,-0.08,13.53,-0.05,0.15,-0.00,1032.3,37.2,-97.3,25.3,0.00,0,0.00,0
80.479,1.71,1.91,9.49,-0.14,0.05,-0.02,1032.4,37.1,-95.2,25.3,0.00,0,0.00,0
80.597,-0.02,0.43,10.48,-0.17,0.00,0.02,1032.6,37.1,-100.5,25.3,0.00,0,0.00,0
80.622,0.51,-0.60,10.93,-0.24,-0.04,0.05,1032.2,37.1,-100.5,25.3,0.00,0,0.00,0
80.667,1.87,0.82,10.30,-0.37,0.02,-0.07,1032.5,37.2,-98.4,25.3,0.00,0,0.00,0
80.692,5.07,-6.73,15.95,-0.30,-0.64,0.21,1032.1,37.3,-103.6,25.3,0.00,0,0.00,0
80.717,-2.01,-0.07,11.56,-0.21,0.02,0.13,1032.4,37.3,-97.3,25.3,0.00,0,0.00,0
80.742,-0.25,-1.29,8.17,-0.15,0.08,0.05,1032.6,37.2,-100.5,25.3,0.00,0,0.00,0
80.767,-1.08,1.66,8.88,-0.14,0.12,0.12,1032.4,37.2,-100.5,25.3,0.00,0,0.00,0
80.792,-1.09,-0.71,12.64,-0.04,-0.07,0.11,1032.3,37.3,-97.3,25.3,0.00,0,0.00,0
80.817,1.20,-0.27,12.82,0.09,-0.12,0.11,1032.3,37.3,-101.5,25.3,0.00,0,0.00,0
80.842,3.32,1.12,12.92,0.07,0.05,0.07,1032.6,37.3,-100.5,25.3,0.00,0,0.00,0
80.867,1.23,0.27,13.01,0.01,-0.21,0.11,1032.4,37.4,-104.7,25.3,0.00,0,0.00,0
80.892,1.03,-0.25,9.69,0.03,-0.06,0.07,1032.4,37.2,-100.5,25.3,0.00,0,0.00,0
80.917,0.23,-1.96,10.62,-0.05,-0.00,0.02,1032.7,37.3,-100.5,25.3,0.00,0,0.00,0
80.942,-1.19,0.78,10.61,-0.01,-0.01,0.08,1032.4,37.2,-103.6,25.3,0.00,0,0.00,0
80.978,1.81,-0.22,11.12,-0.01,0.04,0.08,1032.6,37.3,-98.4,25.3,0.00,0,0.00,0
81.003,-3.70,-1.16,9.84,0.02,0.09,0.08,1032.2,37.4,-98.4,25.3,0.00,0,0.00,0
81.028,-1.67,-0.72,10.73,0.02,-0.05,0.07,1032.2,37.3,-98.4,25.3,0.00,0,0.00,0
81.053,-0.69,-1.48,9.99,0.02,0.07,0.01,1032.0,37.2,-95.2,25.3,0.00,0,0.00,0
81.078,0.28,1.65,8.45,0.02,0.06,0.09,1032.1,37.4,-92.1,25.3,0.00,0,0.00,0
81.103,-1.71,4.37,11.70,0.06,0.10,0.01,1032.4,37.2,-97.3,25.3,0.00,0,0.00,0
81.128,9.26,-2.41,18.65,-0.06,0.12,0.26,1032.6,37.3,-83.6,25.3,0.00,0,0.00,0
81.173,1.54,-4.17,9.27,0.02,-0.01,0.01,1032.7,37.3,-94.2,25.3,0.00,0,0.00,0
81.198,4.92,1.77,12.27,0.09,0.03,0.04,1032.6,37.2,-94.2,25.3,0.00,0,0.00,0
81.223,0.96,0.07,11.42,0.02,-0.04,0.02,1032.0,37.3,-97.3,25.3,0.00,0,0.00,0
81.248,3.12,-0.28,9.00,-0.04,-0.11,0.05,1032.1,37.2,-94.2,25.3,0.00,0,0.00,0
81.273,0.85,-1.08,11.83,-0.03,-0.03,-0.02,1032.4,37.2,-94.2,25.3,0.00,0,0.00,0
81.298,1.45,1.14,10.86,-0.07,0.13,0.05,1032.6,37.3,-92.1,25.3,0.00,0,0.00,0
81.323,0.29,-0.54,9.71,-0.01,0.12,0.03,1032.6,37.2,-94.2,25.3,0.00,0,0.00,0
81.444,-0.16,0.59,8.44,-0.03,-0.13,0.02,1032.4,37.3,-94.2,25.3,0.00,0,0.00,0
81.469,0.10,-2.77,11.70,0.04,-0.21,-0.03,1032.6,37.2,-91.0,25.3,0.00,0,0.00,0
81.494,1.10,-1.84,9.00,-0.19,-0.28,-0.04,1032.2,37.2,-95.2,25.3,0.00,0,0.00,0
81.519,-1.96,2.52,7.19,0.09,-0.00,0.05,1032.4,37.2,-95.2,25.3,0.00,0,0.00,0
81.544,-0.86,0.68,10.33,-0.11,-0.26,0.00,1032.9,37.1,-95.2,25.3,0.00,0,0.00,0
81.569,-0.96,0.65,11.46,-0.09,-0.26,-0.04,1032.4,37.1,-95.2,25.3,0.00,0,0.00,0
81.594,-1.39,-1.85,11.06,-0.16,-0.16,-0.01,1032.1,37.2,-98.4,25.3,0.00,0,0.00,0
81.619,1.99,4.36,12.85,-0.14,0.12,-0.04,1032.4,37.1,-95.2,25.3,0.00,0,0.00,0
81.644,-0.38,2.10,11.95,-0.00,0.05,-0.05,1032.8,37.2,-95.2,25.3,0.00,0,0.00,0
81.689,-1.56,0.86,8.80,-0.22,0.14,0.01,1032.5,37.1,-95.2,25.3,0.00,0,0.00,0
81.714,-0.72,0.10,8.67,-0.25,0.03,0.04,1032.4,37.3,-98.4,25.3,0.00,0,0.00,0
81.739,2.99,1.34,11.36,-0.27,-0.11,0.10,1032.3,37.2,-95.2,25.3,0.00,0,0.00,0
81.764,1.86,0.98,11.35,-0.27,-0.07,0.14,1032.4,37.2,-97.3,25.3,0.00,0,0.00,0
81.789,1.24,0.36,14.19,-0.13,-0.16,0.13,1032.1,37.4,-98.4,25.3,0.00,0,0.00,0
81.825,-1.68,-0.64,10.87,0.03,0.00,0.15,1032.3,37.1,-98.4,25.3,0.00,0,0.00,0
81.850,-1.25,0.19,11.00,-0.11,0.09,0.16,1032.2,37.2,-98.4,25.3,0.00,0,0.00,0
81.875,1.54,1.32,10.07,-0.12,0.11,0.19,1033.0,37.1,-95.2,25.3,0.00,0,0.00,0
81.900,-2.85,0.62,9.05,-0.15,-0.02,0.14,1032.6,37.1,-97.3,25.3,0.00,0,0.00,0
81.925,-0.58,0.92,6.44,-0.08,0.19,0.22,1032.6,37.1,-95.2,25.3,0.00,0,0.00,0
81.950,-1.28,-0.66,12.44,0.05,0.01,0.20,1032.5,37.2,-98.4,25.3,0.00,0,0.00,0
81.975,-1.08,-3.36,8.67,0.05,-0.05,0.15,1032.3,37.2,-97.3,25.3,0.00,0,0.00,0
82.000,0.41,-1.32,10.39,-0.01,-0.02,0.20,1032.4,37.1,-97.3,25.3,0.00,0,0.00,0
82.025,0.89,-0.85,10.29,0.13,-0.02,0.17,1032.4,37.1,-95.2,25.3,0.00,0,0.00,0
82.050,-0.31,2.26,10.75,0.16,0.04,0.17,1032.5,37.2,-97.3,25.3,0.00,0,0.00,0
82.075,0.99,-1.36,6.55,0.09,0.07,0.11,1032.3,37.3,-94.2,25.3,0.00,0,0.00,0
82.100,-0.61,-0.57,8.42,0.03,0.02,0.16,1032.1,37.1,-97.3,25.3,0.00,0,0.00,0
82.125,-1.90,-0.48,10.96,0.01,0.07,0.12,1032.3,37.2,-92.1,25.3,0.00,0,0.00,0
82.150,-0.08,0.95,10.01,0.07,0.02,0.11,1032.1,37.2,-95.2,25.3,0.00,0,0.00,0
