Time,A_X,A_Y,A_Z,G_X,G_Y,G_Z,Temperature,AirDensity,vSpeed,RPS,Delta_Pressure,wind_speed_ms,power,cadence
191.601,4.28,2.83,8.12,0.11,0.12,0.07,10.8,1.26,5.35,2.54,555.40,29.7,0.00,0.0
193.375,-1.28,-0.17,5.81,-0.34,-0.75,0.07,10.8,1.26,5.18,2.46,549.10,29.6,0.00,0.0
195.151,-0.14,0.60,7.06,0.14,0.23,0.05,10.7,1.26,4.76,2.26,568.10,30.1,0.00,0.0
196.925,20.07,-4.72,14.71,-0.50,0.48,0.07,10.7,1.26,4.30,2.04,568.10,30.1,0.00,0.0
198.898,6.68,1.42,20.19,0.62,-0.24,0.32,10.6,1.26,3.83,1.82,536.50,29.2,0.00,0.0
200.670,-2.82,1.23,2.87,0.06,-0.42,0.12,10.6,1.26,3.44,1.63,536.50,29.2,0.00,0.0
202.444,1.35,-4.45,6.40,-0.72,-0.04,-0.62,10.6,1.26,3.19,1.51,517.60,28.7,0.00,0.0
204.287,0.79,0.28,11.01,-0.96,0.06,-0.99,10.6,1.26,3.02,1.43,536.50,29.2,0.00,0.0
206.060,3.73,3.10,9.71,-0.06,-0.08,0.04,10.6,1.26,2.44,1.16,530.20,29.0,0.00,0.0
207.832,3.94,0.68,9.42,-0.44,0.16,0.49,10.5,1.26,1.75,0.83,536.50,29.2,0.00,0.0
209.607,-2.19,0.75,9.15,-0.30,-0.42,0.10,10.5,1.26,2.71,1.29,549.10,29.6,0.00,0.0
211.450,-1.90,1.16,11.65,-1.57,-0.21,-0.17,10.4,1.26,0.00,0.00,536.50,29.2,63.00,0.0
213.225,-1.11,-0.53,12.10,0.49,-0.14,-0.19,10.4,1.26,1.30,0.62,568.10,30.1,0.00,0.0
214.998,1.49,14.32,10.77,-1.03,0.08,-0.06,10.3,1.26,2.03,0.97,631.20,31.7,144.00,0.0
216.773,-1.48,0.71,16.15,0.34,0.12,-0.17,10.3,1.26,2.69,1.28,662.70,32.5,307.00,0.0
218.548,-13.12,0.90,-0.55,0.23,1.04,-0.27,10.3,1.26,4.39,2.09,725.90,34.0,240.00,0.0
220.322,8.92,2.03,8.92,2.55,-0.30,0.17,10.2,1.26,5.40,2.56,713.20,33.7,470.00,0.0
222.299,3.87,-1.40,12.78,0.43,0.08,-0.23,10.1,1.26,5.70,2.71,669.10,32.6,603.00,0.0
224.075,5.39,-2.43,14.48,-0.24,0.23,-0.03,10.1,1.26,6.81,3.24,669.10,32.6,0.00,0.0
225.848,-8.90,2.23,8.03,-0.98,0.25,-0.21,10.0,1.26,7.52,3.57,631.20,31.7,0.00,0.0
227.620,10.98,-4.50,-2.73,0.38,-0.75,-0.36,9.9,1.26,7.09,3.37,624.90,31.5,0.00,0.0
229.392,4.20,-0.56,10.84,-0.13,-0.20,-0.17,9.9,1.26,6.67,3.17,593.30,30.7,0.00,0.0
231.165,3.59,-3.58,10.74,0.07,-0.42,-0.61,9.9,1.26,6.28,2.99,555.40,29.7,0.00,0.0
233.004,11.65,-0.96,23.67,-0.23,0.08,-0.07,9.8,1.26,5.87,2.79,555.40,29.7,0.00,0.0
234.776,4.08,1.41,16.87,-0.80,0.03,-0.19,9.8,1.26,5.22,2.48,530.20,29.0,0.00,0.0
236.548,0.42,-0.64,9.55,0.68,0.01,0.01,9.8,1.26,4.20,2.00,530.20,29.0,0.00,0.0
238.321,1.82,-1.00,10.54,0.21,-0.05,0.03,9.8,1.26,3.45,1.64,511.20,28.5,0.00,0.0
240.111,2.16,0.86,9.86,-0.20,-0.04,0.01,9.8,1.26,3.45,1.64,530.20,29.0,0.00,0.0
241.880,2.15,-0.34,9.93,0.00,0.00,-0.00,9.8,1.26,0.06,0.03,511.20,28.5,0.00,0.0
