Time,A_X,A_Y,A_Z,G_X,G_Y,G_Z,Temperature,AirDensity,vSpeed,RPS,Delta_Pressure,wind_speed_ms,power,cadence
236.878,-7.24,-0.16,3.85,-0.71,-0.49,-0.59,16.5,1.21,3.38,1.60,574.40,30.8,76.00,0.0
238.650,3.27,-0.66,9.79,-0.00,-0.32,-1.01,16.4,1.21,3.56,1.69,568.10,30.6,76.00,0.0
240.420,4.28,2.09,8.61,-0.26,-0.05,-0.18,16.3,1.21,3.56,1.69,631.20,32.3,76.00,0.0
242.191,1.89,0.63,7.81,-0.18,-0.36,-0.86,16.1,1.21,3.76,1.78,568.10,30.6,76.00,0.0
244.024,1.30,0.97,10.34,0.08,0.04,-0.56,16.1,1.21,3.86,1.83,555.40,30.3,76.00,0.0
245.792,1.01,0.25,10.85,-0.21,-0.30,-0.70,15.9,1.21,3.83,1.82,593.30,31.3,76.00,0.0
247.564,0.56,1.37,7.88,0.07,-0.35,-0.63,15.8,1.21,4.01,1.91,555.40,30.3,76.00,0.0
249.333,9.62,-4.01,-6.44,0.45,-0.85,-0.17,15.7,1.21,3.97,1.89,587.00,31.1,76.00,0.0
251.105,0.25,-1.29,7.57,0.06,-0.24,-1.26,15.6,1.21,4.12,1.96,612.20,31.8,76.00,0.0
252.875,0.71,2.63,18.48,0.26,-0.19,-0.76,15.4,1.21,4.07,1.93,530.20,29.5,76.00,0.0
254.829,2.23,-0.07,9.73,0.23,-0.04,0.05,15.4,1.21,3.77,1.79,536.50,29.7,76.00,0.0
256.597,2.11,-4.06,11.56,-0.40,0.20,-0.94,15.4,1.22,3.71,1.76,536.50,29.7,76.00,0.0
258.369,2.60,1.69,9.41,-0.42,-0.19,-0.56,15.3,1.22,3.60,1.71,549.10,30.1,76.00,0.0
260.138,4.05,-2.16,10.82,-0.51,-0.15,-0.66,15.1,1.22,3.14,1.49,568.10,30.6,76.00,0.0
261.909,1.63,-0.12,9.84,0.08,0.01,0.22,15.1,1.22,3.09,1.47,549.10,30.0,76.00,0.0
263.678,2.57,-0.24,10.97,-0.14,-0.04,-0.47,14.9,1.22,3.02,1.44,517.60,29.2,76.00,0.0
265.486,1.78,2.36,11.07,0.39,-0.03,-0.25,14.9,1.22,2.94,1.40,549.10,30.0,76.00,0.0
267.319,1.82,-0.57,10.45,-0.31,-0.08,-0.68,14.9,1.22,2.68,1.27,536.50,29.7,76.00,0.0
269.089,1.85,-0.97,10.43,0.14,-0.03,0.03,14.9,1.22,2.57,1.22,536.50,29.7,76.00,0.0
270.859,1.34,0.80,9.20,0.33,0.02,-0.03,14.8,1.22,2.44,1.16,530.20,29.5,76.00,0.0
272.631,1.89,1.99,9.46,-0.88,-0.16,-0.77,14.8,1.22,2.29,1.09,517.60,29.2,76.00,0.0
274.400,2.60,0.87,10.19,-0.01,0.02,-0.04,14.7,1.22,2.11,1.00,530.20,29.5,76.00,0.0
276.169,-0.00,1.13,8.99,0.16,0.08,-0.13,14.7,1.22,2.04,0.97,530.20,29.5,76.00,0.0
278.129,1.98,-1.06,10.10,-0.15,-0.05,-0.51,14.6,1.22,2.01,0.95,498.60,28.6,76.00,0.0
279.900,0.09,3.98,6.21,0.34,0.02,0.41,14.5,1.22,1.95,0.93,574.40,30.7,76.00,0.0
281.669,4.84,-3.89,13.31,0.58,-0.25,-0.79,14.4,1.22,1.82,0.86,587.00,31.0,76.00,0.0
283.445,2.99,1.59,10.47,-0.06,-0.24,-0.45,14.4,1.22,1.73,0.82,549.10,30.0,76.00,0.0
285.213,2.54,3.29,11.46,0.45,0.30,-0.07,14.3,1.22,0.00,0.00,587.00,31.0,76.00,0.0
286.983,2.59,-0.11,9.22,-0.28,-0.13,-0.54,14.2,1.22,2.67,1.27,568.10,30.5,76.00,0.0
288.812,-2.18,-4.90,13.45,1.85,-0.26,-0.37,14.1,1.22,3.62,1.72,555.40,30.2,76.00,0.0
290.582,1.73,-1.02,10.81,0.11,-0.35,-0.71,14.1,1.22,3.91,1.86,587.00,31.0,76.00,0.0
292.351,-5.67,3.69,15.58,0.54,0.16,-0.57,14.0,1.22,3.98,1.89,549.10,30.0,76.00,0.0
294.121,1.92,-1.56,9.67,0.34,0.00,-0.28,13.9,1.22,3.96,1.88,587.00,31.0,76.00,0.0
295.890,1.32,2.53,10.69,-0.16,-0.38,-0.63,13.8,1.22,4.12,1.96,555.40,30.2,76.00,0.0
297.661,1.11,1.33,9.06,-0.38,-0.24,-0.69,13.8,1.22,4.26,2.02,587.00,31.0,76.00,0.0
299.607,1.52,0.47,10.03,-0.16,0.02,-0.15,13.6,1.22,4.33,2.06,568.10,30.5,76.00,0.0
301.377,-0.27,-1.50,9.88,-0.55,-0.14,-0.46,13.6,1.22,4.11,1.95,536.50,29.6,76.00,0.0
303.188,1.73,2.24,8.13,0.26,-0.08,-0.25,13.6,1.22,3.61,1.72,536.50,29.6,76.00,0.0
304.958,-0.14,0.42,10.36,-0.36,-0.10,-0.66,13.5,1.22,3.25,1.55,530.20,29.4,76.00,0.0
306.729,0.49,1.66,8.93,0.04,0.07,-0.10,13.5,1.22,2.49,1.18,549.10,30.0,76.00,0.0
308.500,3.16,3.34,11.20,0.17,-0.17,-0.31,13.4,1.22,2.14,1.01,549.10,30.0,76.00,0.0
310.330,0.57,1.05,10.55,-0.38,-0.22,-0.81,13.4,1.22,2.22,1.06,549.10,30.0,76.00,0.0
312.102,1.79,0.67,10.96,-0.31,-0.27,-0.94,13.4,1.22,2.48,1.18,530.20,29.4,76.00,0.0
313.873,2.28,1.08,9.87,-0.04,0.03,0.05,13.3,1.22,2.56,1.21,536.50,29.6,76.00,0.0
315.644,2.96,1.15,8.87,-0.03,0.02,0.12,13.3,1.22,2.63,1.25,530.20,29.4,76.00,0.0
317.415,-0.31,3.27,11.05,-0.37,-0.25,-0.55,13.3,1.22,2.11,1.00,555.40,30.1,76.00,0.0
319.185,2.90,0.65,9.26,0.50,-0.23,-0.47,13.2,1.22,0.00,0.00,549.10,29.9,76.00,0.0
321.144,4.75,1.53,6.06,0.54,0.17,-0.23,13.1,1.22,2.07,0.98,568.10,30.5,76.00,0.0
322.919,1.76,1.69,10.18,-0.18,-0.63,-1.18,13.1,1.23,2.20,1.04,568.10,30.5,76.00,0.0
324.690,0.54,1.05,10.84,-0.09,-0.42,-1.24,13.0,1.23,3.18,1.51,549.10,29.9,76.00,0.0
326.460,4.06,1.17,10.82,0.18,0.08,-0.07,12.9,1.23,3.44,1.64,568.10,30.4,76.00,0.0
328.230,0.49,0.29,10.54,0.21,-0.04,-0.12,12.9,1.23,3.57,1.70,593.30,31.1,76.00,0.0
330.002,0.67,-10.17,15.42,-1.09,-0.46,-1.31,12.8,1.23,3.46,1.64,536.50,29.6,76.00,0.0
331.773,2.26,2.69,9.63,-1.79,-0.13,-0.28,12.8,1.23,3.15,1.50,530.20,29.4,76.00,0.0
333.603,1.68,1.62,10.27,0.24,-0.14,-0.56,12.7,1.23,3.14,1.49,536.50,29.6,76.00,0.0
335.375,1.85,0.65,10.22,0.13,-0.04,-0.16,12.6,1.23,3.37,1.60,555.40,30.1,76.00,0.0
337.145,1.82,-1.66,11.51,-0.43,-0.24,-0.87,12.6,1.23,3.39,1.61,549.10,29.9,76.00,0.0
338.916,5.21,3.89,8.70,1.40,0.11,0.19,12.5,1.23,3.35,1.59,574.40,30.6,76.00,0.0
340.724,-4.42,-6.32,14.05,-0.16,-0.22,-0.82,12.5,1.23,3.33,1.58,549.10,29.9,76.00,0.0
342.496,-0.38,0.89,9.50,-1.68,-0.01,-0.22,12.4,1.23,3.39,1.61,555.40,30.1,76.00,0.0
344.446,2.57,-2.60,13.23,-0.30,-0.44,-1.20,12.4,1.23,3.69,1.75,612.20,31.6,76.00,0.0
346.216,1.96,-2.83,13.52,-1.02,-0.40,-1.42,12.3,1.23,3.76,1.78,574.40,30.6,76.00,0.0
347.987,0.26,1.04,8.68,-0.32,0.00,0.04,12.3,1.23,3.72,1.76,574.40,30.6,76.00,0.0
349.759,-0.33,1.49,9.60,-0.06,-0.49,-0.82,12.2,1.23,4.11,1.95,530.20,29.4,76.00,0.0
351.531,-0.33,0.69,9.35,-0.90,-0.32,-0.66,12.1,1.23,4.15,1.97,530.20,29.4,76.00,0.0
353.301,1.60,1.61,9.39,-0.01,-0.13,-0.13,12.1,1.23,3.92,1.86,568.10,30.4,76.00,0.0
355.131,0.69,1.13,9.51,-0.47,-0.30,-1.00,12.0,1.23,3.85,1.83,517.60,29.0,76.00,0.0
356.904,1.28,0.21,6.99,0.19,-0.04,-0.14,12.0,1.23,3.55,1.69,536.50,29.5,76.00,0.0
358.674,0.51,3.00,9.07,-0.17,-0.14,-0.69,11.9,1.23,3.44,1.63,511.20,28.8,76.00,0.0
360.452,2.04,1.75,9.68,-0.03,0.02,0.08,11.9,1.23,3.05,1.45,511.20,28.8,76.00,0.0
362.222,1.87,0.94,9.93,0.08,0.01,0.01,11.9,1.23,0.00,0.00,517.60,29.0,76.00,0.0
363.995,1.71,-1.45,10.04,0.05,0.00,0.00,11.9,1.23,3.05,1.45,498.60,28.5,76.00,0.0
365.958,1.98,-0.51,9.88,0.03,0.01,-0.01,11.8,1.23,0.07,0.03,517.60,29.0,76.00,0.0
367.729,1.93,-0.41,9.93,-0.01,0.01,0.00,11.8,1.23,0.00,0.00,517.60,29.0,76.00,0.0
369.500,1.99,-0.41,9.86,0.00,0.01,0.01,11.8,1.23,0.00,0.00,511.20,28.8,76.00,0.0
371.274,1.74,-1.25,10.06,-0.02,0.01,-0.02,11.7,1.23,0.00,0.00,530.20,29.3,76.00,0.0
373.043,1.74,2.48,11.23,0.57,0.08,0.03,11.7,1.23,0.00,0.00,511.20,28.8,76.00,0.0
374.816,1.60,-0.15,9.95,-0.08,0.01,0.00,11.7,1.23,0.00,0.00,511.20,28.8,76.00,0.0
376.646,2.07,-1.18,9.83,-0.03,-0.00,0.01,11.6,1.23,0.00,0.00,517.60,29.0,76.00,0.0
378.416,2.04,-0.77,9.77,0.00,0.01,0.01,11.6,1.23,0.00,0.00,517.60,29.0,76.00,0.0
380.195,2.02,-0.86,9.84,0.01,0.00,-0.00,11.6,1.23,0.00,0.00,517.60,29.0,76.00,0.0
381.966,1.96,-1.38,9.95,0.17,-0.01,0.02,11.6,1.23,0.00,0.00,530.20,29.3,76.00,0.0
383.738,2.09,-0.92,9.85,-0.02,0.01,0.01,11.6,1.23,0.00,0.00,517.60,29.0,76.00,0.0
